,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1547,1611,No,0.5,Yes,4,Yes,27.0,0.9,199,1,10,163,1011,3078.0,15,2.0,6,Yes,No,Yes,2
1548,1410,Yes,0.5,Yes,0,Yes,15.0,0.3,92,3,1,192,1311,2304.0,18,4.0,18,Yes,Yes,No,2
1549,1772,Yes,1.6,No,17,Yes,,0.5,159,2,18,837,1405,1146.0,6,1.0,17,Yes,Yes,No,1
1550,1280,Yes,1.3,No,0,Yes,39.0,1.0,108,7,1,356,588,2335.0,6,4.0,2,Yes,No,Yes,1
1551,1712,Yes,0.9,Yes,2,No,23.0,1.0,155,7,19,155,663,1422.0,5,0.0,15,Yes,Yes,No,1
1552,1562,Yes,0.7,No,0,No,55.0,0.1,140,8,1,1032,1776,2096.0,15,3.0,3,No,No,No,2
1553,891,No,1.9,Yes,1,Yes,18.0,0.1,153,6,3,40,1435,1303.0,17,16.0,4,Yes,Yes,Yes,0
1554,1957,No,1.2,Yes,18,Yes,36.0,0.8,151,2,19,1194,1727,1115.0,16,2.0,18,Yes,No,Yes,1
1555,1110,No,0.6,No,1,No,42.0,0.9,192,5,2,1179,1262,,12,8.0,18,Yes,Yes,No,0
1556,875,Yes,1.4,Yes,1,Yes,43.0,0.6,104,8,3,902,969,3396.0,14,2.0,18,Yes,No,No,3
1557,1211,Yes,1.2,No,0,No,28.0,0.3,130,2,3,58,963,2750.0,6,1.0,14,No,Yes,No,2
1558,769,No,0.5,Yes,12,Yes,54.0,0.2,112,4,19,1385,1780,941.0,15,8.0,20,Yes,No,Yes,0
1559,671,No,2.9,No,7,Yes,2.0,0.1,95,6,19,614,1617,2278.0,13,4.0,2,Yes,No,No,2
1560,1872,No,0.5,No,5,Yes,26.0,0.5,172,4,10,672,1088,2273.0,8,4.0,8,Yes,No,Yes,2
1561,1076,No,2.3,Yes,0,Yes,14.0,0.7,191,5,0,1088,1718,2355.0,17,16.0,2,Yes,Yes,Yes,2
1562,1325,No,1.9,No,2,No,,0.1,146,1,10,499,695,2328.0,17,10.0,2,Yes,No,No,2
1563,911,Yes,2.2,Yes,1,Yes,28.0,0.5,182,2,2,157,763,2638.0,8,4.0,13,Yes,Yes,Yes,1
1564,1273,Yes,0.7,No,1,No,23.0,0.6,178,6,14,485,1399,558.0,8,5.0,13,Yes,No,No,0
1565,1062,No,0.5,No,3,Yes,39.0,0.9,124,4,4,571,817,1345.0,16,0.0,11,Yes,No,Yes,0
1566,1317,No,1.5,No,6,No,12.0,0.1,154,2,9,431,542,425.0,7,0.0,11,Yes,Yes,Yes,0
1567,940,No,2.9,No,0,No,,0.7,115,4,1,499,1090,2192.0,15,13.0,9,Yes,Yes,Yes,1
1568,729,Yes,2.0,No,0,No,14.0,0.6,135,6,2,563,1055,3397.0,19,15.0,17,Yes,No,Yes,2
1569,1494,No,2.4,No,6,Yes,3.0,0.9,93,7,17,944,1003,1208.0,14,13.0,17,Yes,Yes,No,1
1570,1546,Yes,1.6,Yes,2,Yes,27.0,0.7,124,2,6,1138,1491,267.0,12,10.0,16,Yes,Yes,No,0
1571,1253,No,0.7,No,0,Yes,34.0,0.9,113,4,10,161,647,3518.0,7,3.0,8,Yes,Yes,Yes,3
1572,895,No,0.5,Yes,6,No,16.0,0.3,164,8,14,126,1575,3122.0,7,0.0,4,No,No,Yes,2
1573,793,Yes,1.9,Yes,0,Yes,43.0,0.3,124,8,2,15,1196,1050.0,11,9.0,3,Yes,Yes,Yes,0
1574,1628,Yes,1.8,Yes,11,No,56.0,0.1,136,2,13,500,1713,3358.0,17,11.0,12,Yes,Yes,Yes,3
1575,625,No,2.7,Yes,2,No,42.0,0.8,138,8,3,203,1771,2929.0,10,4.0,17,Yes,,No,2
1576,1110,No,1.5,No,2,Yes,12.0,0.3,153,8,5,961,1950,624.0,9,7.0,15,Yes,No,No,0
1577,999,No,1.7,No,6,No,49.0,0.6,132,1,17,608,1970,1598.0,7,0.0,8,No,Yes,No,1
1578,1856,No,0.5,Yes,0,Yes,24.0,0.1,155,5,1,277,1155,2052.0,17,6.0,10,Yes,Yes,No,2
1579,1715,No,2.6,Yes,9,Yes,15.0,0.6,120,6,20,114,1849,,16,2.0,4,Yes,Yes,No,1
1580,1897,Yes,1.9,No,2,Yes,54.0,0.3,154,2,7,630,738,,17,11.0,2,Yes,No,No,0
1581,1202,Yes,2.4,Yes,0,No,19.0,0.1,122,2,1,404,1742,,19,0.0,3,No,No,No,0
1582,1171,Yes,1.7,Yes,2,No,19.0,0.3,167,7,19,248,755,263.0,6,5.0,8,No,No,No,0
1583,964,No,2.0,No,0,Yes,22.0,0.7,86,8,0,225,1234,2577.0,17,16.0,5,Yes,Yes,No,2
1584,1973,Yes,2.4,Yes,6,No,46.0,0.1,193,4,10,699,851,639.0,6,0.0,3,No,No,Yes,0
1585,1992,Yes,0.6,Yes,11,No,2.0,0.1,141,1,14,649,895,3206.0,10,9.0,10,Yes,Yes,No,3
1586,546,Yes,2.6,Yes,5,No,26.0,1.0,159,5,15,416,1658,1550.0,7,2.0,3,No,Yes,No,1
1587,1093,No,0.5,No,1,Yes,31.0,0.6,171,2,12,1310,1420,1646.0,12,0.0,6,Yes,Yes,No,1
1588,1880,Yes,2.0,No,11,No,35.0,0.1,200,4,14,930,1983,1930.0,17,7.0,15,No,,No,2
1589,1765,No,1.1,No,3,No,11.0,0.7,87,2,7,835,1175,3695.0,6,5.0,18,Yes,No,No,3
1590,1640,No,0.5,Yes,1,Yes,36.0,0.9,87,8,11,664,1806,3235.0,6,1.0,10,Yes,No,Yes,3
1591,1830,No,0.5,No,0,No,7.0,0.9,191,6,12,460,1583,2334.0,8,7.0,14,No,Yes,No,2
1592,826,No,0.6,No,3,No,,0.7,187,4,19,778,1615,1998.0,17,4.0,17,No,No,No,1
1593,1864,No,2.2,No,0,Yes,7.0,0.1,142,1,2,225,1545,2258.0,10,1.0,10,Yes,No,No,2
1594,586,Yes,0.6,No,16,Yes,42.0,0.3,121,7,17,785,1118,,12,2.0,7,Yes,,Yes,1
1595,1206,No,3.0,Yes,10,Yes,30.0,0.6,127,3,13,1581,1713,1825.0,7,1.0,4,Yes,No,Yes,2
1596,832,Yes,0.5,Yes,1,Yes,,0.1,165,5,2,9,1944,,12,5.0,14,Yes,Yes,Yes,3
1597,848,Yes,2.8,No,1,No,8.0,0.1,103,7,3,7,1294,436.0,10,6.0,15,Yes,Yes,Yes,0
1598,1851,No,2.9,No,0,No,53.0,0.7,112,6,2,174,1175,,6,0.0,8,Yes,No,No,2
1599,1166,Yes,0.5,No,7,No,59.0,0.5,80,1,11,437,638,3887.0,8,6.0,7,Yes,No,Yes,3
1600,1776,Yes,2.1,Yes,10,No,35.0,0.1,172,4,16,278,623,1813.0,16,13.0,20,Yes,Yes,Yes,1
1601,1254,Yes,1.2,No,2,Yes,27.0,0.2,134,2,10,1288,1372,817.0,14,1.0,16,Yes,Yes,Yes,0
1602,1494,No,1.6,Yes,4,Yes,24.0,0.2,101,1,17,979,1190,3614.0,15,12.0,9,Yes,No,No,3
1603,984,Yes,2.2,Yes,0,Yes,39.0,0.5,119,8,18,56,1931,2013.0,11,7.0,16,Yes,,No,1
1604,1179,Yes,0.8,No,1,No,5.0,0.9,154,5,17,913,1429,543.0,8,7.0,18,No,No,Yes,0
1605,513,No,1.9,No,8,No,27.0,0.4,174,8,13,282,710,3400.0,16,6.0,13,No,Yes,Yes,2
1606,557,No,0.5,Yes,3,No,17.0,0.2,89,6,4,322,710,2623.0,17,16.0,16,No,No,No,1
1607,744,No,1.7,Yes,0,Yes,33.0,0.5,105,4,2,1252,1963,2700.0,9,3.0,19,Yes,No,No,2
1608,1129,Yes,0.8,Yes,9,Yes,21.0,0.6,116,2,10,1128,1702,1400.0,11,0.0,13,Yes,Yes,No,1
1609,1148,No,2.3,Yes,0,Yes,58.0,0.3,170,5,20,606,688,3127.0,10,7.0,11,Yes,,No,2
1610,1793,No,2.7,No,12,Yes,44.0,0.7,175,5,17,655,1459,2803.0,19,9.0,6,Yes,Yes,Yes,3
1611,1310,No,2.3,Yes,3,No,15.0,0.2,150,5,11,954,970,2518.0,18,17.0,5,No,Yes,Yes,2
1612,1604,No,1.2,No,1,No,6.0,0.5,191,6,15,68,1042,3564.0,7,2.0,2,Yes,Yes,No,3
1613,1676,No,1.6,No,2,No,37.0,0.2,145,1,3,134,1197,2515.0,14,8.0,4,Yes,No,Yes,2
1614,1001,No,2.8,Yes,1,No,40.0,0.2,117,3,7,922,1836,3654.0,13,9.0,10,Yes,Yes,Yes,3
1615,1086,No,2.7,No,0,Yes,24.0,0.1,135,8,19,1874,1976,3930.0,17,,18,Yes,Yes,Yes,3
1616,1986,Yes,0.5,Yes,7,Yes,39.0,0.1,89,7,19,251,599,3476.0,11,8.0,17,Yes,Yes,No,3
1617,634,Yes,0.8,No,5,No,41.0,0.2,192,1,12,1362,1853,3242.0,18,11.0,4,Yes,No,Yes,3
1618,502,No,0.8,No,7,No,52.0,1.0,82,6,8,281,1159,2666.0,5,4.0,20,Yes,Yes,No,2
1619,1641,No,1.1,No,6,No,48.0,0.7,97,8,7,224,1994,1695.0,13,6.0,17,Yes,No,Yes,2
1620,623,No,1.4,Yes,0,Yes,15.0,0.2,189,3,1,778,844,3510.0,14,4.0,18,Yes,No,Yes,2
1621,962,Yes,1.1,Yes,3,No,17.0,0.1,161,8,20,546,1424,3438.0,14,3.0,20,No,,No,3
1622,1057,Yes,2.7,No,3,Yes,,0.1,97,4,10,397,891,2033.0,16,9.0,2,Yes,Yes,No,1
1623,1862,No,1.5,No,1,No,62.0,1.0,182,1,2,386,1046,1017.0,11,3.0,9,Yes,,No,1
1624,555,Yes,3.0,Yes,5,Yes,38.0,0.8,193,2,10,214,1970,1686.0,8,1.0,8,Yes,No,Yes,1
1625,1000,No,2.7,No,1,Yes,,1.0,135,5,12,461,833,862.0,7,0.0,20,Yes,No,No,0
1626,841,No,0.5,No,6,Yes,11.0,0.3,81,5,14,125,675,957.0,6,5.0,11,Yes,Yes,No,0
1627,865,No,2.9,No,5,No,16.0,0.1,89,4,12,335,1009,3494.0,13,3.0,14,No,No,Yes,3
1628,999,No,2.6,Yes,11,Yes,56.0,1.0,165,4,13,342,1641,3083.0,8,4.0,11,Yes,Yes,Yes,2
1629,1232,No,1.2,No,12,No,30.0,0.9,131,6,14,625,761,1656.0,8,4.0,15,Yes,Yes,Yes,1
1630,1194,No,2.3,No,6,Yes,34.0,0.2,165,2,12,494,509,313.0,15,1.0,19,Yes,Yes,No,0
1631,612,Yes,0.5,Yes,1,Yes,20.0,0.8,179,8,6,1145,1487,3282.0,16,2.0,18,Yes,Yes,Yes,3
1632,1362,Yes,2.9,No,0,No,47.0,0.5,186,6,4,600,1042,3629.0,19,17.0,5,No,Yes,Yes,3
1633,1469,No,1.7,Yes,11,Yes,44.0,0.5,169,2,14,484,711,1687.0,15,5.0,5,Yes,Yes,Yes,1
1634,986,Yes,0.8,No,13,Yes,28.0,0.8,182,4,20,199,679,1149.0,8,7.0,18,Yes,Yes,No,0
1635,1843,No,2.8,No,1,Yes,62.0,0.8,104,3,7,21,832,,5,4.0,6,Yes,No,Yes,3
1636,1561,No,0.5,Yes,10,Yes,4.0,0.5,134,2,13,885,1811,1783.0,13,12.0,10,Yes,Yes,No,2
1637,1695,Yes,0.5,Yes,2,Yes,47.0,0.5,189,5,13,308,1208,1629.0,8,6.0,11,Yes,Yes,No,1
1638,667,No,2.6,Yes,3,No,8.0,0.8,185,1,7,1015,1947,2528.0,11,8.0,8,No,Yes,No,2
1639,1768,Yes,2.0,No,0,Yes,2.0,0.8,88,7,2,1303,1814,3256.0,9,6.0,5,Yes,Yes,No,3
1640,1269,Yes,2.8,Yes,16,No,41.0,1.0,180,8,17,406,1036,,10,9.0,16,No,No,Yes,2
1641,1109,Yes,2.8,Yes,6,No,,0.9,151,1,12,124,833,2785.0,15,10.0,16,Yes,No,No,2
1642,936,No,0.5,Yes,14,Yes,14.0,0.1,164,3,17,150,1677,3761.0,13,1.0,12,Yes,No,No,3
1643,1713,Yes,2.0,No,9,Yes,5.0,0.7,199,6,16,108,1963,1513.0,15,6.0,2,Yes,No,Yes,1
1644,1175,Yes,1.7,Yes,1,Yes,45.0,0.6,167,2,7,90,557,2240.0,10,6.0,5,Yes,Yes,No,1
1645,1940,Yes,1.0,Yes,0,Yes,5.0,0.2,194,4,1,588,1809,820.0,19,18.0,3,Yes,Yes,Yes,1
1646,855,Yes,0.5,No,2,Yes,,0.5,159,2,3,1028,1196,1875.0,16,8.0,8,Yes,Yes,Yes,1
1647,771,Yes,0.5,Yes,0,Yes,33.0,0.1,157,3,17,776,1247,920.0,16,2.0,10,Yes,Yes,Yes,0
1648,645,No,2.5,No,10,Yes,63.0,1.0,174,4,14,278,584,3615.0,18,8.0,13,Yes,No,Yes,2
1649,1307,No,1.8,No,2,No,7.0,0.6,88,7,3,897,1103,1412.0,16,9.0,5,No,No,Yes,1
1650,1948,No,2.9,Yes,4,No,5.0,0.2,136,1,13,651,700,361.0,6,1.0,10,No,Yes,No,0
1651,1509,No,0.6,Yes,5,No,50.0,0.3,81,4,8,1010,1684,1540.0,12,8.0,3,Yes,Yes,No,1
1652,626,Yes,2.8,Yes,3,Yes,,0.8,109,2,9,737,1759,1077.0,6,1.0,4,Yes,No,Yes,0
1653,1190,No,2.0,Yes,0,No,40.0,0.2,93,5,1,1399,1646,3610.0,13,7.0,9,No,No,Yes,3
1654,1727,Yes,2.1,Yes,10,No,,0.3,158,6,18,376,1288,512.0,5,2.0,6,No,No,No,0
1655,1670,Yes,3.0,No,14,No,62.0,0.5,114,8,20,1117,1330,3024.0,6,0.0,20,No,No,Yes,3
1656,1150,Yes,0.5,Yes,4,Yes,27.0,1.0,134,1,17,234,1947,,11,0.0,16,Yes,No,No,1
1657,1208,No,2.9,No,5,Yes,16.0,1.0,175,1,19,691,1028,2201.0,17,16.0,12,Yes,No,No,1
1658,1812,Yes,1.3,Yes,4,Yes,42.0,1.0,162,7,15,380,1550,3338.0,18,13.0,11,Yes,Yes,Yes,3
1659,770,Yes,1.5,Yes,6,No,61.0,0.2,196,4,9,603,1483,3473.0,7,3.0,4,No,No,Yes,3
1660,1559,Yes,1.3,Yes,10,Yes,10.0,0.3,114,8,17,117,681,2203.0,7,5.0,15,Yes,Yes,Yes,1
1661,1902,No,0.5,No,10,No,13.0,0.2,155,4,11,766,877,940.0,14,10.0,15,Yes,Yes,No,1
1662,1751,No,2.5,No,1,No,4.0,0.6,146,8,9,1499,1952,1155.0,19,14.0,12,No,Yes,Yes,1
1663,1416,Yes,1.8,Yes,0,No,20.0,0.1,93,4,0,1175,1578,3872.0,10,2.0,7,No,No,Yes,3
1664,1288,No,0.5,Yes,3,Yes,61.0,0.2,115,6,6,988,1503,,16,6.0,10,Yes,No,Yes,2
1665,1003,Yes,2.9,No,16,Yes,,0.6,119,8,19,190,1905,1798.0,16,7.0,10,Yes,,No,1
1666,1715,Yes,0.5,Yes,1,Yes,18.0,0.1,96,6,3,674,1375,2598.0,17,2.0,3,Yes,No,No,3
1667,1967,No,0.5,No,0,Yes,46.0,0.6,199,1,7,518,1374,1567.0,15,2.0,7,Yes,Yes,No,1
1668,962,No,1.0,Yes,14,No,2.0,0.9,125,1,20,1618,1916,1491.0,16,2.0,14,Yes,No,No,1
1669,1487,No,1.5,No,5,Yes,42.0,0.8,120,2,7,857,989,2003.0,12,4.0,3,Yes,No,No,2
1670,1569,Yes,1.6,Yes,4,Yes,54.0,0.9,190,4,6,371,665,,6,2.0,4,Yes,No,No,3
1671,1146,No,3.0,No,5,Yes,57.0,0.4,111,5,10,73,583,291.0,19,9.0,11,Yes,Yes,Yes,0
1672,1379,Yes,1.5,No,6,Yes,9.0,0.8,118,8,13,98,755,,11,4.0,18,Yes,No,Yes,1
1673,1504,No,1.9,Yes,7,Yes,25.0,0.3,152,4,9,395,1853,1788.0,13,11.0,13,Yes,No,Yes,1
1674,1945,No,1.2,No,3,No,26.0,0.7,112,6,5,1064,1540,3322.0,18,7.0,20,No,No,Yes,3
1675,1630,Yes,2.8,Yes,0,Yes,32.0,0.9,80,6,1,712,1726,1751.0,12,10.0,20,Yes,No,Yes,2
1676,1125,Yes,2.7,No,10,No,23.0,0.4,117,1,14,774,939,1641.0,14,8.0,12,Yes,Yes,No,1
1677,614,Yes,0.7,No,4,Yes,51.0,0.1,178,7,7,1012,1040,2854.0,10,7.0,12,Yes,,Yes,2
1678,854,No,1.0,No,5,Yes,17.0,0.9,101,4,9,730,1148,3115.0,7,0.0,2,Yes,No,No,2
1679,1470,Yes,1.7,Yes,6,No,45.0,0.1,121,1,9,777,1090,3259.0,10,1.0,14,Yes,,Yes,3
1680,1826,Yes,0.5,Yes,5,Yes,49.0,0.6,172,8,6,973,1633,,17,9.0,17,Yes,Yes,No,2
1681,807,Yes,0.5,Yes,0,No,37.0,0.2,127,4,0,245,829,2319.0,5,4.0,4,No,No,No,1
1682,1996,Yes,2.8,Yes,0,Yes,7.0,0.1,138,5,4,937,1083,1258.0,17,14.0,16,Yes,No,No,1
1683,1083,Yes,2.0,No,3,No,41.0,0.7,158,5,5,937,1164,1543.0,18,3.0,10,No,No,Yes,1
1684,1035,No,0.5,Yes,14,Yes,49.0,0.3,178,2,15,574,1171,,12,4.0,19,Yes,No,No,3
1685,1521,Yes,1.6,No,5,Yes,62.0,0.3,143,1,9,678,1630,3555.0,5,2.0,19,Yes,No,No,3
1686,1314,Yes,2.8,Yes,13,Yes,5.0,1.0,87,4,18,82,512,3411.0,17,16.0,18,Yes,No,No,3
1687,535,No,1.9,No,5,No,24.0,0.2,190,8,19,398,1775,524.0,9,3.0,4,No,No,No,0
1688,673,Yes,1.9,No,13,Yes,35.0,0.4,142,6,14,1096,1570,,18,17.0,4,Yes,No,Yes,3
1689,1219,No,1.6,Yes,5,No,4.0,0.3,169,6,7,1419,1698,1998.0,9,2.0,4,No,No,No,2
1690,1606,Yes,0.5,Yes,0,Yes,33.0,0.9,200,5,0,157,770,3437.0,11,1.0,2,Yes,No,No,3
1691,1603,Yes,0.5,Yes,1,Yes,17.0,0.5,114,2,8,430,1207,1637.0,17,3.0,11,Yes,No,Yes,1
1692,1958,No,0.5,No,6,Yes,52.0,0.4,153,1,14,1524,1848,3064.0,7,6.0,3,Yes,No,No,3
1693,695,No,0.5,No,18,Yes,12.0,0.6,196,2,19,1649,1829,2855.0,16,13.0,7,Yes,Yes,Yes,2
1694,1441,No,0.6,Yes,0,Yes,53.0,0.5,106,1,12,254,954,1393.0,9,4.0,4,Yes,Yes,Yes,1
1695,1470,No,2.2,Yes,4,Yes,33.0,,138,7,10,1790,1988,1633.0,18,4.0,4,Yes,No,No,2
1696,1890,No,1.1,No,4,Yes,48.0,0.5,127,4,5,1438,1832,2392.0,10,4.0,15,Yes,No,Yes,3
1697,1152,Yes,2.1,Yes,0,Yes,26.0,0.3,82,2,0,1304,1673,3284.0,15,2.0,8,Yes,No,Yes,3
1698,1619,Yes,0.9,No,3,No,20.0,0.9,117,6,9,813,1180,464.0,7,5.0,16,Yes,,Yes,0
1699,1002,Yes,1.8,No,1,No,45.0,0.7,180,7,7,948,1007,1234.0,19,13.0,18,Yes,Yes,No,0
1700,742,Yes,0.5,No,0,Yes,36.0,0.7,139,3,1,1161,1288,292.0,8,0.0,6,Yes,Yes,Yes,0
1701,1306,Yes,2.1,Yes,2,Yes,33.0,0.4,174,3,9,867,1258,2521.0,6,5.0,16,Yes,No,No,2
1702,1424,Yes,2.9,Yes,0,No,20.0,0.6,180,5,0,181,1199,2658.0,15,0.0,19,Yes,No,No,2
1703,942,No,1.4,Yes,8,No,27.0,0.5,91,4,9,754,1532,587.0,6,3.0,13,No,Yes,Yes,0
1704,1934,Yes,2.7,No,8,Yes,2.0,0.1,118,4,16,242,1127,2190.0,18,1.0,9,Yes,No,Yes,2
1705,1290,Yes,1.4,Yes,19,Yes,35.0,0.3,110,4,20,405,742,879.0,16,2.0,8,Yes,No,No,0
1706,930,No,2.1,Yes,0,No,54.0,0.9,80,1,13,1569,1763,1743.0,7,1.0,9,No,Yes,No,2
1707,1699,Yes,0.5,No,16,No,21.0,0.1,156,4,20,105,1099,1181.0,16,0.0,18,Yes,,No,1
1708,1849,Yes,0.5,No,1,No,29.0,0.5,181,7,12,978,1986,3330.0,14,4.0,15,Yes,No,Yes,3
1709,1922,No,0.5,No,15,Yes,42.0,0.6,153,8,16,725,1882,3564.0,12,1.0,17,Yes,,No,3
1710,548,No,1.0,Yes,0,Yes,56.0,0.4,146,4,14,657,1657,562.0,17,14.0,8,Yes,Yes,Yes,0
1711,916,Yes,0.5,No,0,Yes,47.0,0.2,82,4,1,1147,1393,1659.0,11,10.0,11,Yes,Yes,No,1
1712,1783,Yes,0.5,No,8,No,14.0,0.6,183,8,11,910,1566,1816.0,12,7.0,7,No,No,Yes,2
1713,1083,Yes,1.4,Yes,2,Yes,49.0,0.8,156,5,9,295,503,,16,8.0,5,Yes,Yes,Yes,0
1714,1698,No,2.8,No,10,Yes,7.0,0.8,131,8,12,26,508,2992.0,15,3.0,17,Yes,Yes,No,2
1715,1969,No,0.8,Yes,5,Yes,7.0,0.2,85,8,20,332,764,315.0,16,7.0,7,Yes,Yes,No,0
1716,869,No,1.9,No,0,No,2.0,0.6,197,7,3,519,533,,19,0.0,12,No,No,Yes,2
1717,1337,Yes,2.7,Yes,0,No,5.0,0.7,200,4,1,161,1029,3242.0,10,1.0,20,No,Yes,No,2
1718,637,Yes,0.8,Yes,2,No,28.0,0.6,194,4,6,1080,1289,2725.0,15,10.0,7,No,No,No,2
1719,833,Yes,0.6,Yes,0,Yes,27.0,0.3,145,4,2,649,1290,586.0,19,8.0,19,Yes,No,Yes,0
1720,1248,No,2.4,No,6,Yes,9.0,0.4,89,3,8,71,1686,2454.0,9,8.0,13,Yes,Yes,No,2
1721,1174,Yes,0.9,No,7,No,30.0,1.0,147,4,20,744,1244,804.0,17,14.0,16,No,Yes,Yes,0
1722,1831,Yes,2.3,No,3,Yes,,0.2,148,7,14,437,1113,,10,5.0,18,Yes,No,No,2
1723,1002,No,2.6,Yes,7,No,27.0,0.1,146,1,10,115,1111,1295.0,18,15.0,17,Yes,No,Yes,0
1724,1010,Yes,2.0,Yes,2,Yes,8.0,0.9,139,5,3,547,957,2625.0,15,11.0,12,Yes,Yes,No,2
1725,1117,Yes,0.5,Yes,2,No,21.0,0.1,177,2,19,495,1035,1999.0,15,9.0,2,Yes,No,Yes,1
1726,990,Yes,2.7,Yes,3,No,15.0,0.9,153,2,7,1466,1717,2698.0,11,8.0,6,Yes,No,No,2
1727,1564,No,1.4,No,5,Yes,26.0,0.1,129,6,16,117,1115,3742.0,13,3.0,13,Yes,Yes,No,3
1728,1065,No,2.8,Yes,0,Yes,21.0,0.1,158,5,3,760,1722,1193.0,16,13.0,20,Yes,No,Yes,1
1729,1982,No,1.1,No,12,No,,0.1,129,7,16,764,1873,,16,14.0,15,Yes,Yes,Yes,3
1730,1607,No,1.1,Yes,6,Yes,20.0,1.0,192,2,8,776,1005,885.0,11,1.0,14,Yes,Yes,No,0
1731,1066,No,3.0,Yes,6,Yes,5.0,0.5,167,5,7,53,1504,1044.0,8,7.0,11,Yes,No,No,0
1732,681,No,0.5,Yes,12,Yes,17.0,0.9,194,5,19,371,1702,2548.0,6,1.0,5,Yes,No,Yes,2
1733,1163,Yes,2.1,Yes,0,Yes,19.0,0.9,132,2,1,728,818,,13,0.0,15,Yes,No,Yes,2
1734,1285,No,0.8,Yes,4,Yes,11.0,0.8,199,5,7,1791,1896,3966.0,17,15.0,2,Yes,Yes,Yes,3
1735,753,Yes,0.5,No,11,Yes,48.0,0.1,121,8,20,606,1316,3484.0,11,10.0,16,Yes,No,No,3
1736,1779,Yes,2.6,Yes,2,No,5.0,0.8,90,1,3,1225,1717,1246.0,12,2.0,20,No,Yes,No,1
1737,987,Yes,1.9,No,4,Yes,52.0,0.5,83,3,8,419,736,2757.0,17,12.0,15,Yes,Yes,No,2
1738,511,No,0.9,Yes,15,Yes,24.0,0.6,136,3,18,367,1264,2378.0,18,3.0,4,Yes,No,No,1
1739,1044,No,1.8,No,4,Yes,12.0,0.7,104,6,5,1230,1263,1794.0,18,7.0,19,Yes,Yes,Yes,1
1740,1855,No,0.5,No,5,No,32.0,0.6,187,8,18,267,1161,,7,0.0,7,Yes,No,Yes,3
1741,946,Yes,1.4,No,9,No,26.0,0.1,186,6,10,273,891,1637.0,7,3.0,6,Yes,No,Yes,0
1742,657,Yes,1.9,Yes,2,No,21.0,0.1,110,8,8,705,1905,783.0,6,1.0,11,Yes,Yes,No,0
1743,1673,Yes,1.6,No,2,No,42.0,0.5,182,5,6,214,679,3094.0,12,4.0,20,No,No,No,2
1744,731,Yes,0.5,Yes,0,Yes,28.0,0.5,130,8,0,424,1032,1774.0,12,8.0,10,Yes,No,No,1
1745,926,Yes,0.8,No,6,Yes,59.0,0.8,161,7,14,84,793,256.0,18,7.0,2,Yes,No,Yes,0
1746,1261,No,0.5,No,3,Yes,52.0,0.3,86,2,9,605,1429,1365.0,9,3.0,16,Yes,No,Yes,1
1747,618,No,1.1,No,11,Yes,45.0,0.2,188,3,20,1175,1586,2339.0,19,2.0,10,Yes,Yes,No,2
1748,936,Yes,2.3,No,5,Yes,57.0,0.2,129,2,6,657,938,2049.0,12,8.0,5,Yes,Yes,No,1
1749,1485,Yes,0.9,Yes,0,Yes,28.0,0.8,158,5,1,371,1023,3241.0,14,11.0,11,Yes,Yes,No,3
1750,1339,Yes,0.5,Yes,10,Yes,21.0,0.5,80,4,11,833,1441,867.0,8,3.0,3,Yes,Yes,No,0
1751,508,Yes,1.3,No,1,No,50.0,0.7,82,5,9,102,1195,2175.0,14,4.0,14,No,No,Yes,1
1752,1938,Yes,0.5,Yes,5,No,44.0,0.5,121,2,9,1299,1935,3497.0,18,10.0,18,No,Yes,No,3
1753,995,No,1.3,Yes,1,No,10.0,0.1,104,4,3,258,1889,609.0,11,3.0,5,Yes,No,Yes,0
1754,1086,Yes,1.7,Yes,0,Yes,43.0,0.2,111,6,1,56,1150,3285.0,11,5.0,17,Yes,Yes,No,2
1755,1322,No,2.3,Yes,1,Yes,35.0,0.1,157,1,3,443,708,3684.0,15,8.0,6,Yes,No,No,3
1756,1864,No,1.9,Yes,2,No,57.0,0.1,181,6,6,1279,1793,3586.0,19,9.0,8,No,No,Yes,3
1757,1944,Yes,0.5,No,1,Yes,,0.5,92,4,9,313,712,2322.0,19,8.0,7,Yes,No,Yes,2
1758,581,No,0.6,No,5,Yes,56.0,0.2,180,2,10,523,565,,10,4.0,13,Yes,Yes,Yes,0
1759,1020,Yes,0.7,Yes,3,Yes,27.0,0.7,128,4,4,919,1482,3204.0,18,1.0,9,Yes,No,Yes,3
1760,1936,No,1.3,No,2,No,44.0,,139,3,3,570,1021,1400.0,17,7.0,3,No,No,Yes,1
1761,1329,Yes,1.7,No,5,Yes,23.0,0.6,198,8,6,380,682,2308.0,11,10.0,9,Yes,Yes,No,1
1762,808,Yes,0.5,Yes,3,No,46.0,0.5,105,8,15,119,529,1082.0,15,5.0,10,Yes,No,Yes,0
1763,994,No,1.2,Yes,4,No,40.0,0.9,164,2,17,296,839,3104.0,17,7.0,11,No,No,No,2
1764,1811,Yes,2.0,No,3,Yes,22.0,0.2,82,2,8,358,614,2847.0,9,2.0,4,Yes,No,Yes,2
1765,765,Yes,2.5,No,3,No,44.0,0.3,88,8,11,1364,1851,2256.0,6,1.0,19,No,Yes,Yes,2
